number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
787,MERGED,2016-12-05T21:23:08Z,2017-02-02T07:47:23Z,2017-02-02T07:47:23Z,Added Web2py to Web Frameworks,"What is this Python project?
Web2py: Free open source full-stack framework for rapid development of fast, scalable, secure and portable database-driven web-based applications.
What's the difference between this Python project and similar ones?
http://www.web2py.com/examples/static/web2py_vs_others.pdf
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,3,0,{'totalCount': 3},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",1402.4041666666667
792,CLOSED,2016-12-14T00:32:44Z,,2017-01-11T18:34:43Z,added blender,"What is this Python project?
The most popular 3D creation package - and it comes with Python3 as Scripting language.
It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, even video editing and game creation.

blender docs
python docs

What's the difference between this Python project and similar ones?
Blender covers all aspects of image/video/game creation and
is the most complete open source package available in this area.
--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",690.0330555555555
825,MERGED,2017-01-30T10:15:35Z,2017-01-31T09:02:17Z,2017-01-31T09:02:17Z,Add surprise,"Disclaimer: I'm the author of surprise ;)
What is this Python project?
Surprise is a Python scikit building and analysing recommender systems.
Main features:

Give the user perfect control over his experiments. To this end, a strong  emphasis is laid on   documentation, which we  have tried to make as clear and precise as possible by pointing out every  details of the algorithms.
Alleviate the pain of Dataset  handling.   Users can use both built-in datasets
(Movielens,  Jester), and their own custom  datasets.
Provide various ready-to-use prediction  algorithms  such as baseline  algorithms,  neighborhood  methods, matrix  factorization-based (  SVD,  PMF,  SVD++,  NMF),  and many  others.  Also, various similarity
measures  (cosine, MSD, pearson...) are built-in.
Make it easy to implement new algorithm  ideas.
Provide tools to evaluate,  analyse  and  compare  the algorithms performance. Cross-validation procedures can be run very  easily, as well as exhaustive search over a set of  parameters.

What's the difference between this Python project and similar ones?

According to any google search, crab is the go-to package for RS. But it actually only has one prediction algorithm (k-NN), no evaluation tools, no doc, and has been dead for three years.
The second most popular package I think is Recsys. Provides with two prediction algorithms (k-NN and SVD) but is also unmaintained. Evaluation tools are very minimal.
There's GraphLab, which is not free and needs license registration. I've heard good feedback about it, but never used it.
LightFM. This package is focused on a specific set of algorithms (all Boolean-valued) and does not provide with other classical approaches.

I think what makes Surprise is it's doc, the variety of prediction algorithms and the ability to evaluate the performances of algorithms easily (cross-validation, GridSearch, etc.). This makes it a useful tool to get your hands dirty quickly with recommender systems.
--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 2},"{'owner': 'vinta', 'name': 'awesome-python'}",22.778333333333332
826,MERGED,2017-01-30T17:42:28Z,2017-01-31T17:56:52Z,2017-01-31T17:56:52Z,Adding Pytorch: deep learning framework that puts Python first.,"What is this Python project?
PyTorch is a deep learning framework that puts Python first with two level features:


Tensor computation (like numpy) with strong GPU acceleration.


Deep Neural Networks built on a tape-based autograd system.


What's the difference between this Python project and similar ones?


It uses dynamic graph creation, which enables more flexibility in computation.


Extensions without pain: you can reuse your favorite python packages such as numpy, scipy and Cython to extend PyTorch when needed.


Fast and Lean.


--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 3},"{'owner': 'vinta', 'name': 'awesome-python'}",24.24
836,CLOSED,2017-02-21T14:08:01Z,,2019-11-29T11:24:51Z,Add weboob to Web Crawling section,"What is this Python project?
It's a framework for scraping HTML sites, and aggregating data from multiple sites from a same category (e.g. banking sites, news sites, video sites, etc.).
There are ready-made modules for popular websites and ready-apps to interact with them.
Think youtube-dl applied to other domains than video!
What's the difference between this Python project and similar ones?

It's possible to scrape new websites with declarative-style extraction rules
It provides a standardized API for categories of sites for dedicated tasks (e.g. banking, web forums, video sites, news sites, music lyrics sites, etc.)

Scraped websites are grouped in those categories


Scraped websites are grouped in categories for a dedicated task:
The project comes with many existing backends for real-life websites
It has an internal upgrade system",1,1,0,{'totalCount': 7},{'totalCount': 2},{'totalCount': 3},"{'owner': 'vinta', 'name': 'awesome-python'}",24261.280555555557
853,MERGED,2017-03-12T18:06:27Z,2017-03-15T03:03:24Z,2017-03-15T03:03:24Z,Add python fire,"What is this Python project?
https://github.com/google/python-fire

Python Fire is a simple way to create a CLI in Python.
Python Fire is a helpful tool for developing and debugging Python code.
Python Fire helps with exploring existing code or turning other people's code
into a CLI.
Python Fire makes transitioning between Bash and Python easier.
Python Fire makes using a Python REPL easier by setting up the REPL with the
modules and variables you'll need already imported and created.

What's the difference between this Python project and similar ones?
Fire is not as flexible as click, yet it provides an easier way to start a simple CLI program.
--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",56.94916666666666
854,CLOSED,2017-03-12T18:23:43Z,,2018-04-26T15:01:25Z,Fix python-mode url,This project has been moved to an org account.,1,1,1,{'totalCount': 0},{'totalCount': 1},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",9836.628333333334
891,CLOSED,2017-05-24T16:56:27Z,,2019-11-06T13:36:48Z,Fixed broken link to Pysonar2,"The link to pysonar2 404'd, here is a link to a repository that I think hosts the same code.",1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 3},"{'owner': 'vinta', 'name': 'awesome-python'}",21500.6725
896,CLOSED,2017-06-27T09:03:24Z,,2019-11-29T13:24:51Z,Add Slash to the list of testing frameworks,"What is this Python project?
Slash is a testing framework intended to test complex project, with emphasis on extensibility.
What's the difference between this Python project and similar ones?

Slash puts a lot more emphasis on extending the framework -- developers can add plugins, custom configuration, command-line options and more through a simple, documented interface
Slash has a powerful fixture mechanism (inspired by pytest) with many advanced features and more yet to come
Slash supports an easy-to-use plugin and hook mechanism (powered by the gossip library)
Slash has a built-in exception handling mechanism allowing tests and infrastructure to catch errors early, preserving the test subject state or taking actions when it is needed the most. This is also supported in conjunction with expected exceptions or possible ones
Slash has a flexible, multi-scoped cleanup mechanism, supporting retroactive test failures and session-scoped cleanups
Slash supports multiple parametrization schemes, with more features being added each release
Slash supports customizable logging setups and schemes, allowing finer control over log files and verbosity
Slash supports test artifacts, details and metadata to be controlled by both tests and plugins
Slash integrates with the Backslash test reporting service, allowing test results to be examined an analyzed with ease
--

Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 7},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",21244.3575
915,CLOSED,2017-08-15T12:29:07Z,,2019-11-29T18:24:48Z,Added pypika to ORM Relational Databases,"What is this Python project?
PyPika is a programmatic interface that uses a natural, pythonic syntax for creating SQL queries without assumptions. It is intended for querying analytical data and supports analytic queries but is designed as a light-weight wrapper that is extensible to any SQL syntax.
What's the difference between this Python project and similar ones?

Light-weight wrapper using pythonic syntax
Uses the builder pattern with immutability for dynamic construction of queries and re-use of query parts
Supports complex queries with arithmetic, functions, and nested expressions
Supports analytic queries
No assumptions made, extensible to any SQL syntax and database

--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 4},{'totalCount': 5},{'totalCount': 5},"{'owner': 'vinta', 'name': 'awesome-python'}",20069.928055555556
943,CLOSED,2017-09-30T19:57:16Z,,2019-11-06T12:36:45Z,Add Selinon - a task flow orchestrator on top of Celery project,"What is this Python project?
An advanced task flow management on top of famous Celery project (a distributed task queue). It allows one to create advanced task flows by creating YAML configuration files which state dependencies between tasks, fallback tasks (run on task failures) or run whole flows (transitively or even recursively). Dependencies between tasks or flows are graphs (without any limitation to DAG). It also enables one to use different storage or database adapters or running only certain tasks in a flow definition - system will automatically compute dependencies between tasks (which tasks needs to be run in order to run desired tasks). Selinon comes with a set of prepared storage/database adapters and support for tracing system actions (easy to integrate with Sentry or other monitoring systems) or logging ELK (Elasticsearch, logstash, Kibana) stack to provide ready-to-be-used system in clusters (using Kubernetes, OpenShift or others). A built in simutor can run your flows by executing CLI.
More info can be found in docs and repo.
What's the difference between this Python project and similar ones?
Celery is limited when it comes to modelling more advanced task flows (dependencies between tasks). Selinon offers fine-granted control on how your task flow will work, how it will perform and how it will be traced in distributed environment.
--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 4},{'totalCount': 2},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",18400.658055555556
971,CLOSED,2017-11-03T18:46:29Z,,2019-11-29T14:24:50Z,Add Dependency Injector,"What is this Python project?
Dependency Injector - Dependency injection microframework for Python.
Dependency Injector key features are:

Easy, smart, pythonic style.
Obvious, clear structure.
Extensibility and flexibility.
High performance.
Memory efficiency.
Thread safety.
Documentation.
Semantic versioning.

Other resources:

Documentation - http://python-dependency-injector.ets-labs.org/
PyPi - https://pypi.python.org/pypi/dependency_injector

What's the difference between this Python project and similar ones?

No decorators like @inject that enforce polluting of application code.
No monkey-patching, just clean overriding.
Implemented using Cython.
Extensive documentation with diagrams and ready-to-copy-paste examples.
Well-tested and supported.

--
Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 4},"{'owner': 'vinta', 'name': 'awesome-python'}",18139.639166666668
994,CLOSED,2017-12-29T11:30:19Z,,2019-11-06T11:36:38Z,Remove links to Python design patterns repository,"Replace with link to video showing why many patterns are unnecessary.
In my opinion, the linked repos (python-patterns and PyPatterns) are really unhelpful ways of thinking about patterns in Python - they are anti-patterns in Python, and not something that should be promoted.
Basically, most of the patterns popular in Java world are ""invisible or simpler"" in dynamic languages like Python (according to Peter Norvig - http://www.norvig.com/design-patterns/ ). This is due to:

the pattern being built in (e.g. iterator)
various language features, especially:

first class functions (command, strategy,
template-method, visitor)
first class types (factory, abstract factory, flyweight, factory method, state, proxy, chain-of-responsibility)



Of the two links, PyPatterns is the worst, and actually encourages importing a library to get functionality that only increases the amount of code you have to write. I see that it was added because someone wanted something they could actually import. However, this comes from people thinking in Java - but Python is not Java without the compile. There is negative value in using this kind of repo - Python makes the pattern invisible or simpler, by adding an import and base classes you have only made life hard for yourself.
For example, Factory and Abstract Factory pattern:
https://github.com/tylerlaberge/PyPattyrn#factory-pattern
https://github.com/faif/python-patterns/blob/master/creational/abstract_factory.py
Once you understand that Python has first class types, these become totally pointless.
Here is a class in Python:
class A:
    pass

And here is a factory for it:
A

(A is it's own factory - when you call it, it produces an object of type A. There is no new keyword in Python.)
And here is a factory that you can assign to a variable, or pass as an argument to a function/method:
A

(First class types.)
And here is a factory if you wanted to create A in a non-default way:
lambda:  A(some_parameter=123)

Or, in a builtin-standard-but-non-default way
class A:
    def __init__(self, enabled=True)
        self.enabled = enabled

    @classmethod
    def create_disabled(cls):
        return cls(enabled=False)

# Factory callable you can pass around:
A.create_disabled

These are the idiomatic ways to do these things. If you are writing anything more than that, you are doing it wrong.
Even when the pattern is bigger than invisible, its implementation is often massively simpler in Python. The linked repositories often use classes with no state and a single method. This is pointless - we should be deleting such classes and replacing them a single callable - see Stop Writing Classes
PyPatterns even includes an implementation of iterator and iterable - when these are built in to Python!
I was going to submit PRs to the linked repositories, but most of the PRs would involve deleting 90% of the code, which is unlikely to be accepted, I thought it better to submit this PR first.",1,2,2,{'totalCount': 3},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",16248.105277777779
249,MERGED,2015-07-29T03:41:00Z,2015-07-29T10:23:30Z,2015-07-29T10:23:30Z,Fix typo/punctuation,,1,3,3,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",6.708333333333333
755,CLOSED,2016-08-29T09:56:23Z,,2016-11-29T10:26:27Z,Add Quora,"[https://github.com/SandeepTuniki/awesome-quora/]
[awesome-quora is a vast collection of interesting questions, answers and blog posts on Quora. It contains quality answers written by people across the world, many of whom are experts in their respective fields. The project's aim is to provide an interesting read for people looking for simple explanations of how/why the events in our world happens.]
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 5},{'totalCount': 3},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",2208.501111111111
760,MERGED,2016-09-11T02:35:59Z,2016-11-03T17:13:43Z,2016-11-03T17:13:43Z,Add Quantified Self,"https://github.com/willempienaar/awesome-quantified-self
Awesome Quantified Self: Websites, resources, devices, wearables, applications, and platforms for self tracking.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



Adding a link to the awesome quantified self repository: https://github.com/willempienaar/awesome-quantified-self",1,1,0,{'totalCount': 8},{'totalCount': 3},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",1286.628888888889
761,MERGED,2016-09-11T05:05:31Z,2016-12-17T10:41:53Z,2016-12-17T10:41:53Z,Add Ant Design,"https://github.com/websemantics/awesome-ant-design
Ant Design is a fairly new and popular UI framework (5k+ stars on Github) with tools, implementation ins in react and vue.js, for mobile and web apps. This works as an alternative to Bootstrap, Semantic-UI or Github Primer
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

[x ] I have read and understood the contribution guidelines and the instructions for creating a list.
[ x] This pull request has a descriptive title. (For example: Add Node.js)
The list I added

[x ] has been around for at least 20 days,
[ x] is a non-generated Markdown file in a GitHub repo,
[ x] is not a duplicate,
[ x] only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
[ x] contains the awesome badge on the right side of the list heading,
[ x] has a Table of Contents section named Contents as the first section,
[ x] has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
[ x] has contribution guidelines,
[x ] has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
[ x] has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 18},{'totalCount': 5},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",2333.606111111111
762,MERGED,2016-09-12T09:11:26Z,2016-11-09T11:56:19Z,2016-11-09T11:56:19Z,Add Educational Games,"https://github.com/vinkla/awesome-edutainment
A curated list of awesome gamification to learn editors, languages, programming, etc.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 9},{'totalCount': 3},{'totalCount': 6},"{'owner': 'sindresorhus', 'name': 'awesome'}",1394.7480555555555
769,MERGED,2016-09-20T18:34:07Z,2016-11-04T02:44:46Z,2016-11-04T02:44:46Z,Add Textpattern,"https://github.com/drmonkeyninja/awesome-textpattern
This is the awesome list for the Textpattern CMS and has been around for well over a year now. The list uses Textile instead of Markdown, but this is because Textile is the default markup syntax used by the Textpattern community and so was chosen to encourage participation.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 7},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",1064.1775
770,MERGED,2016-09-21T12:21:34Z,2016-10-08T09:32:42Z,2016-10-08T09:32:42Z,Add Raspberry Pi,"https://github.com/thibmaek/awesome-raspberrypi
This list is a collection of tools, projects, images and resources around Raspberry Pi
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



This list is a collection of tools, projects, images and resources around Raspberry Pi",1,1,0,{'totalCount': 15},{'totalCount': 7},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",405.18555555555554
776,MERGED,2016-09-30T13:47:55Z,2016-10-01T09:56:25Z,2016-10-01T09:56:25Z,Pluralize title of CMS section,"Looking at the other sections (Books, Databases, etc), this would be better pluralized too.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)",1,2,2,{'totalCount': 2},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",20.141666666666666
777,MERGED,2016-09-30T14:04:55Z,2016-10-06T09:37:06Z,2016-10-06T09:37:06Z,Add Wagtail,"https://github.com/springload/awesome-wagtail
This list is about Wagtail, a popular CMS in the Python/Django communities. Wagtail encourages the development of third-party plugins/apps/packages, and this list is a good way to keep track of the ones that are the most interesting (along with other community resources).

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days, – first commit
 is a non-generated Markdown file in a GitHub repo, – README.md
 is not a duplicate, – check
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything), – check
 contains the awesome badge on the right side of the list heading, – check, plus Travis badge
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc), – CC0
 has contribution guidelines, – CONTRIBUTING.md
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming), – check
 has been added at the bottom of the appropriate category. – check, CMS category",1,1,0,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",139.5363888888889
778,MERGED,2016-09-30T19:05:53Z,2016-10-18T04:26:22Z,2016-10-18T04:26:22Z,Add Domain-Driven Design,"https://github.com/heynickc/awesome-ddd
A curated list of Domain-Driven Design (DDD), Command Query Responsibility Segregation (CQRS), Event Sourcing, and Event Storming resources.  It contains books, training courses, video collections, mailing lists and forums, blogs, sample projects, libraries and frameworks, podcasts and interviews, and user groups related to the aforementioned software architecture concepts.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",417.3413888888889
780,CLOSED,2016-10-01T14:58:41Z,,2017-06-02T18:15:03Z,Add International Image Interoperability Framework,"https://github.com/IIIF/awesome-iiif
The International Image Interoperability Framework is a group of standard APIs around sharing and reuse of media. It is also a growing community of galleries, libraries, archives, museums, companies, and others who develop the standards and interoperable implementations. Content includes helpful links around each of the standards, demonstrations of their use, and tutorials and presentations. The list is especially helpful for orienting new community members and developers.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



…/IIIF/awesome-iiif",1,1,0,{'totalCount': 12},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",5859.272777777778
781,CLOSED,2016-10-03T07:05:57Z,,2016-10-06T06:55:56Z,Add Browser Extensions and Apps,"https://github.com/vitalets/awesome-browser-extensions-and-apps
It is the list of resources useful for developing browser extensions and apps. I suggest separate list because extensions development has many special topics such as working with browser api, packaging and deploying to store.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



Thanks in advance!",1,1,0,{'totalCount': 5},{'totalCount': 4},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",71.83305555555556
782,MERGED,2016-10-03T21:29:16Z,2016-10-08T06:17:43Z,2016-10-08T06:17:43Z,Add Frege,"https://github.com/sfischer13/awesome-frege
This list is about Frege, a Haskell for the JVM. It contains awesome resources for Frege developers.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 5},{'totalCount': 2},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",104.8075
783,CLOSED,2016-10-05T08:59:19Z,,2016-10-20T19:25:58Z,Add PowerShell,"Previous PR: #764
https://github.com/janikvonrotz/awesome-powershell
*A curated list of delightful PowerShell modules and resources *
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",370.44416666666666
